date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2019-03-04 16:00:00,0.0,0.0,8.94,49.55,2.63,291.41,993.26,0,0,9.8,991.900024,231,0.6,0.0
2019-03-04 16:15:00,0.0,0.0,8.7,50.05,2.69,286.85,993.1,0,0,9.1,991.7999880000001,153,0.6,0.0
2019-03-04 16:30:00,0.0,0.0,8.49,50.47,2.75,282.1,993.12,0,0,9.3,991.900024,154,0.7,0.0
2019-03-04 16:45:00,0.0,0.0,8.33,50.76,2.8,276.14,993.18,0,0,9.1,991.7000119999999,156,0.5,0.0
2019-03-04 17:00:00,0.0,0.0,8.22,50.91,2.86,267.24,993.3,0,0,9.5,991.7999880000001,175,0.8,0.0
2019-03-04 17:15:00,0.0,0.0,8.13,51.05,2.99,259.57,993.27,0,0,8.8,991.7999880000001,191,0.8,0.0
2019-03-04 17:30:00,0.0,0.0,8.06,51.14,3.16,253.26,993.15,0,0,7.7,992.099976,179,0.7,0.0
2019-03-04 17:45:00,0.0,0.0,8.0,51.15,3.36,249.6,993.22,0,0,7.7,992.099976,147,1.1,0.0
2019-03-04 18:00:00,0.0,0.0,7.94,51.18,3.57,247.93,993.14,0,0,8.0,992.099976,199,1.0,0.0
2019-03-04 18:15:00,0.0,0.0,7.87,51.18,3.76,246.89,993.02,0,0,7.4,992.099976,181,0.9,0.0
2019-03-04 18:30:00,0.0,0.0,7.8,51.16,3.91,246.95,992.86,0,0,7.9,992.0,164,0.5,0.0
2019-03-04 18:45:00,0.0,0.0,7.72,51.21,3.99,250.83,992.71,0,0,7.7,991.900024,186,0.9,0.0
2019-03-04 19:00:00,0.0,0.0,7.57,51.5,4.01,258.22,992.63,0,0,7.3,991.7999880000001,192,1.3,0.0
2019-03-04 19:15:00,0.0,0.0,7.38,51.98,3.97,264.7,992.65,0,0,7.1,991.7000119999999,171,0.7,0.0
2019-03-04 19:30:00,0.0,0.0,7.21,52.4,3.91,266.05,992.71,0,0,6.9,991.599976,203,0.7,0.0
2019-03-04 19:45:00,0.0,0.0,7.07,52.72,3.84,264.89,992.79,0,0,7.5,991.5,163,1.1,0.0
2019-03-04 20:00:00,0.0,0.0,6.95,53.01,3.75,265.44,992.78,0,0,7.4,991.400024,169,0.6,0.0
2019-03-04 20:15:00,0.0,0.0,6.81,53.3,3.66,267.52,992.77,0,0,7.4,991.2000119999999,181,0.7,0.065459
2019-03-04 20:30:00,0.0,0.0,6.68,53.61,3.55,270.75,992.81,0,0,6.5,991.2999880000001,141,1.0,0.046425
