date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2018-06-30 16:00:00,0.0,0.0,21.84,55.17,3.63,301.61,946.94,0,0,21.799999,946.7000119999999,160,1.1,0.0
2018-06-30 16:15:00,0.0,0.0,21.76,55.03,3.62,301.89,946.86,0,0,21.5,946.7000119999999,180,1.9,0.0
2018-06-30 16:30:00,0.0,0.0,21.71,54.79,3.63,302.44,946.91,0,0,21.9,946.400024,160,1.5,0.0
2018-06-30 16:45:00,0.0,0.0,21.65,54.5,3.65,303.02,946.82,0,0,21.6,946.400024,137,1.9,0.0
2018-06-30 17:00:00,0.0,0.0,21.58,54.24,3.66,303.61,946.57,0,0,21.1,946.400024,146,1.1,0.0
2018-06-30 17:15:00,0.0,0.0,21.52,53.91,3.64,305.59,946.37,0,0,20.700001,946.2999880000001,123,1.8,0.0
2018-06-30 17:30:00,0.0,0.0,21.48,53.47,3.59,307.08,946.43,0,0,21.0,946.5,151,0.9,0.0
2018-06-30 17:45:00,0.0,0.0,21.43,53.06,3.5,307.0,946.31,0,0,21.200001,946.400024,160,1.3,0.0
2018-06-30 18:00:00,0.0,0.0,21.42,52.53,3.45,308.42,946.19,0,0,21.0,946.2999880000001,165,1.8,0.0
2018-06-30 18:15:00,0.0,0.0,21.43,51.91,3.44,309.98,946.23,0,0,20.700001,946.2000119999999,157,1.5,0.0
2018-06-30 18:30:00,0.0,0.0,21.48,51.23,3.46,311.92,946.48,0,0,20.6,946.099976,151,1.8,0.0
2018-06-30 18:45:00,0.0,0.0,21.49,50.66,3.49,313.08,946.67,0,0,20.4,946.2000119999999,163,1.1,0.0
2018-06-30 19:00:00,0.0,0.0,21.48,50.18,3.54,312.63,946.72,0,0,20.299999,946.0,143,0.9,0.0
