date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2018-07-13 16:00:00,0.0,0.0,26.64,87.42,3.53,6.5,989.76,1,0,25.5,997.400024,351,0.1,0.0
2018-07-13 16:15:00,0.0,0.0,26.49,87.59,3.46,9.95,989.71,1,0,25.6,997.400024,0,0.3,0.0
2018-07-13 16:30:00,0.0,0.0,26.31,88.13,3.19,11.13,989.55,1,0,25.5,997.5,326,0.0,0.0
2018-07-13 16:45:00,0.0,0.0,26.21,88.74,2.85,12.91,989.54,1,0,25.5,997.599976,30,0.0,0.0
2018-07-13 17:00:00,0.0,0.0,26.12,89.3,2.51,13.78,989.24,1,0,25.5,997.2000119999999,73,0.0,0.0
2018-07-13 17:15:00,0.0,0.0,26.02,89.96,2.22,17.4,989.01,1,0,25.5,997.0,11,1.0,0.0
2018-07-13 17:30:00,0.0,0.0,25.94,90.36,1.97,25.08,989.16,1,0,25.299999,996.599976,213,0.1,0.0
2018-07-13 17:45:00,0.0,0.0,25.86,91.11,1.75,34.36,989.41,1,0,25.200001,996.7000119999999,343,0.8,0.0
2018-07-13 18:00:00,0.0,0.0,25.8,91.83,1.65,49.46,989.59,1,0,25.1,996.7000119999999,351,0.0,0.0
2018-07-13 18:15:00,0.0,0.0,25.68,92.76,1.71,63.14,989.42,1,0,25.1,996.5,0,0.3,0.0
2018-07-13 18:30:00,0.0,0.0,25.57,93.55,1.75,66.1,989.38,1,0,25.0,996.5,47,0.6,0.0
2018-07-13 18:45:00,0.0,0.0,25.48,94.1,1.65,64.7,989.44,1,0,24.9,996.599976,75,0.0,0.0
2018-07-13 19:00:00,0.0,0.0,25.43,94.41,1.47,61.15,989.44,1,0,24.9,997.0,0,0.3,0.0
2018-07-13 19:15:00,0.0,0.0,25.38,94.69,1.3,54.42,989.42,1,0,24.9,996.7999880000001,61,1.0,0.0
2018-07-13 19:30:00,0.0,0.0,25.34,94.88,1.2,49.01,989.35,1,0,24.299999,996.7000119999999,84,0.8,0.0
2018-07-13 19:45:00,0.0,0.0,25.27,95.32,1.17,49.0,989.39,1,0,24.299999,996.7000119999999,5,1.2,0.0
2018-07-13 20:00:00,0.0,0.0,25.22,95.5,1.21,46.06,989.43,0,0,24.299999,996.5,87,1.4,0.0
2018-07-13 20:15:00,0.0,0.0,25.11,95.91,1.28,39.67,989.14,0,0,24.299999,996.2999880000001,70,0.5,0.0
2018-07-13 20:30:00,0.0,0.0,25.08,95.79,1.4,35.27,989.06,0,0,24.299999,996.400024,25,0.1,0.0
2018-07-13 20:45:00,0.0,0.0,25.01,95.9,1.59,31.58,989.08,1,0,24.299999,996.599976,11,0.0,0.0
2018-07-13 21:00:00,0.0,0.0,24.96,95.9,1.79,29.14,989.14,1,0,24.200001,996.5,73,0.5,0.0
2018-07-13 21:15:00,0.0,0.0,24.92,95.79,1.93,30.78,989.11,1,0,24.200001,996.900024,11,0.0,0.0
2018-07-13 21:30:00,0.21,0.0,24.84,95.96,2.01,33.71,989.18,1,0,24.299999,996.7999880000001,33,0.7,0.0
2018-07-13 21:45:00,0.14,0.0,24.72,96.41,2.11,37.79,989.19,2,1,24.299999,996.900024,36,1.1,0.0
2018-07-13 22:00:00,0.22,0.0,24.64,96.61,2.21,42.71,989.23,2,2,24.200001,997.0,81,0.5,0.0
2018-07-13 22:15:00,0.12,0.0,24.57,96.79,2.33,45.91,989.17,2,2,24.1,997.099976,0,0.2,0.0
2018-07-13 22:30:00,0.15,0.0,24.5,96.91,2.5,43.9,989.11,4,4,24.1,997.2000119999999,59,1.9,0.0
2018-07-13 22:45:00,0.71,0.0,24.47,96.99,2.6,46.03,989.44,5,6,24.1,997.099976,73,0.4,0.004
2018-07-13 23:00:00,0.84,0.0,24.46,97.1,2.64,47.62,989.79,11,13,24.200001,997.0,53,0.0,0.071
2018-07-13 23:15:00,16.62,0.0,24.6,96.32,2.76,48.48,990.15,13,17,24.200001,997.099976,357,0.4,0.11900000000000001
2018-07-13 23:30:00,19.86,0.0,24.67,95.91,2.85,50.41,990.44,18,22,24.299999,997.2999880000001,16,1.1,0.16399999999999998
2018-07-13 23:45:00,24.33,0.0,24.73,95.56,2.78,48.52,990.58,19,25,24.299999,997.5,354,0.0,0.214
2018-07-14 00:00:00,22.45,0.0,24.75,95.54,2.69,44.6,990.72,22,31,24.299999,997.5,357,0.0,0.28600000000000003
2018-07-14 00:15:00,33.52,0.0,24.86,95.11,2.67,43.48,990.77,20,27,24.299999,997.599976,2,0.1,0.22399999999999998
2018-07-14 00:30:00,49.02,0.0,25.06,94.48,2.61,45.15,990.75,14,19,24.4,997.5,14,0.8,0.18
2018-07-14 00:45:00,63.59,1.39,25.38,92.99,2.47,44.87,990.72,12,15,24.5,997.400024,0,0.3,0.095
2018-07-14 01:00:00,94.42,23.23,25.66,91.55,2.36,42.47,990.49,22,28,24.5,997.2999880000001,351,0.0,0.243
2018-07-14 01:15:00,106.87,58.51,25.94,90.44,2.27,39.02,990.36,18,23,24.4,997.7000119999999,343,0.4,0.18
2018-07-14 01:30:00,97.49,26.81,26.1,89.94,2.18,41.12,990.32,28,36,24.4,997.7000119999999,334,0.0,0.331
