date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2018-06-30 16:00:00,0.0,0.0,26.47,54.44,3.66,127.96,1004.46,0.0,0.0,24.700001,1007.2000119999999,161.399994,0.9,0.0
2018-06-30 16:15:00,0.0,0.0,26.24,55.63,3.53,128.51,1004.45,0.0,0.0,24.5,1007.2000119999999,147.300003,1.3,0.0
2018-06-30 16:30:00,0.0,0.0,26.03,56.73,3.38,128.77,1004.52,0.0,0.0,24.700001,1006.099976,144.0,0.7,0.0
2018-06-30 16:45:00,0.0,0.0,25.8,57.87,3.27,128.81,1004.19,0.0,0.0,24.5,1007.2000119999999,161.399994,1.3,0.0
2018-06-30 17:00:00,0.0,0.0,25.59,58.97,3.14,127.53,1004.16,0.0,0.0,24.299999,1006.900024,166.399994,0.8,0.0
2018-06-30 17:15:00,0.0,0.0,25.43,59.99,3.03,126.89,1004.61,0.0,0.0,24.0,1006.900024,147.300003,0.7,0.0
2018-06-30 17:30:00,0.0,0.0,25.24,61.15,2.98,126.08,1004.63,0.0,0.0,24.0,1006.599976,106.800003,1.0,0.0
2018-06-30 17:45:00,0.0,0.0,25.04,62.44,2.99,125.42,1004.49,0.0,0.0,24.299999,1007.7000119999999,220.80000299999998,0.2,0.0
2018-06-30 18:00:00,0.0,0.0,24.83,63.87,3.04,125.25,1004.21,0.0,0.0,24.0,1007.5,331.600006,0.0,0.0
2018-06-30 18:15:00,0.0,0.0,24.65,65.37,3.12,124.29,1004.25,0.0,0.0,24.0,1007.5,138.199997,0.4,0.0
2018-06-30 18:30:00,0.0,0.0,24.47,66.98,3.13,122.69,1004.33,0.0,0.6,23.9,1006.599976,172.100006,0.0,0.0
2018-06-30 18:45:00,0.0,0.0,24.28,68.63,3.09,121.85,1004.28,0.0,0.0,23.700001,1007.2000119999999,192.600006,0.1,0.0
2018-06-30 19:00:00,0.0,0.0,24.12,70.18,3.07,122.07,1004.47,0.0,0.0,23.4,1006.599976,155.0,0.5,0.0
2018-06-30 19:15:00,0.0,0.0,23.97,71.68,3.12,124.34,1004.63,0.0,0.0,22.700001,1007.2000119999999,183.600006,0.8,0.0
2018-06-30 19:30:00,0.0,0.0,23.84,73.04,3.21,127.92,1004.97,0.0,0.0,23.299999,1006.400024,155.0,0.8,0.0
2018-06-30 19:45:00,0.0,0.0,23.69,74.4,3.32,131.73,1004.9,0.0,0.0,22.799999,1007.2000119999999,164.5,0.9,0.0
2018-06-30 20:00:00,0.0,0.0,23.56,75.65,3.36,135.91,1004.97,0.0,0.0,23.1,1006.599976,158.0,0.7,0.0
2018-06-30 20:15:00,0.0,0.0,23.43,76.88,3.28,139.32,1005.06,0.0,0.6,23.1,1007.7000119999999,161.399994,0.5,0.0
2018-06-30 20:30:00,0.0,0.0,23.3,78.05,3.08,141.01,1005.23,0.0,0.6,23.200001,1007.7000119999999,141.300003,0.7,0.0
2018-06-30 20:45:00,0.0,0.0,23.17,79.17,2.86,142.3,1005.37,0.0,1.9,22.700001,1007.7000119999999,133.300003,0.9,0.0
2018-06-30 21:00:00,1.76,0.2,23.05,80.15,2.75,141.75,1005.45,5.4,2.0,22.799999,1008.0,141.300003,1.0,0.0
2018-06-30 21:15:00,29.31,16.92,23.17,80.05,2.76,140.0,1005.52,13.8,14.2,22.700001,1008.0,144.300003,0.6,0.088799
2018-06-30 21:30:00,54.86,37.07,23.39,79.45,2.82,137.64,1005.46,31.200001,33.599998,22.6,1008.2999880000001,166.399994,0.2,0.319675
2018-06-30 21:45:00,98.58,74.62,23.86,77.68,2.97,137.35,1005.3,53.0,56.599998,23.0,1008.2999880000001,164.5,0.5,0.67487
2018-06-30 22:00:00,130.01,102.81,24.3,75.93,3.14,138.47,1005.23,88.800003,78.900002,23.299999,1008.2999880000001,144.300003,0.7,0.959026
2018-06-30 22:15:00,179.35,148.1,24.82,73.95,3.27,136.88,1005.14,82.800003,80.099998,24.299999,1008.2999880000001,135.300003,1.3,1.189902
2018-06-30 22:30:00,213.23,179.69,25.41,71.5,3.45,137.04,1005.1,138.899994,134.5,24.799999,1008.2999880000001,102.0,1.5,2.060129
2018-06-30 22:45:00,264.84,228.3,25.83,69.88,3.57,137.34,1005.22,225.69999700000002,142.899994,25.1,1008.2999880000001,161.399994,1.9,2.4330830000000003
2018-06-30 23:00:00,299.51,261.21,26.29,68.7,3.43,132.53,1005.39,262.899994,156.0,26.0,1008.2999880000001,152.300003,0.9,3.001395
2018-06-30 23:15:00,351.49,310.82,26.86,67.03,3.28,128.43,1005.5,318.5,173.600006,26.200001,1008.2999880000001,195.699997,1.3,3.942661
2018-06-30 23:30:00,385.96,343.88,27.45,62.88,3.27,134.08,1005.51,379.0,182.899994,26.6,1008.5,150.399994,2.4,4.919446
2018-06-30 23:45:00,437.04,393.02,27.9,61.49,3.21,129.76,1005.51,431.60000599999995,186.300003,27.0,1008.5,141.300003,1.4,5.896230999999999
2018-07-01 00:00:00,470.45,425.24,28.38,60.2,3.12,123.76,1005.55,472.299988,196.600006,27.200001,1008.2999880000001,150.399994,3.6,6.819737
2018-07-01 00:15:00,519.17,472.35,28.89,56.47,3.07,120.34,1005.59,526.900024,214.399994,27.4,1008.5,133.300003,1.1,7.796523
2018-07-01 00:30:00,550.64,502.81,29.28,55.32,3.09,114.92,1005.54,550.700012,236.0,27.799999,1008.5,155.399994,2.6,8.61347
2018-07-01 00:45:00,596.02,546.83,29.69,52.28,3.24,106.8,1005.44,578.0,273.899994,28.1,1008.7999880000001,158.300003,2.6,9.252821
2018-07-01 01:00:00,624.89,574.88,30.04,49.94,3.56,100.86,1005.36,589.799988,297.600006,28.4,1008.7999880000001,161.399994,3.2,10.30064
2018-07-01 01:15:00,665.98,614.82,30.31,48.56,3.95,95.65,1005.24,666.700012,317.600006,28.5,1008.5,172.5,3.1,11.04655
2018-07-01 01:30:00,691.66,639.82,30.54,48.08,4.37,92.87,1005.11,738.099976,310.899994,28.799999,1008.2999880000001,197.600006,2.1,12.0411
2018-07-01 01:45:00,727.48,674.7,30.75,47.73,4.83,90.99,1004.99,779.299988,338.399994,29.1,1008.400024,150.399994,2.1,12.53837
2018-07-01 02:00:00,749.5,696.16,30.91,47.47,5.34,89.56,1004.88,817.0,312.299988,29.299999,1008.400024,166.5,2.4,13.51516
2018-07-01 02:15:00,779.6,725.51,31.04,47.08,5.86,87.89,1004.86,844.7999880000001,303.899994,29.9,1008.7999880000001,161.5,2.0,14.11899
2018-07-01 02:30:00,797.58,743.05,31.12,46.8,6.32,86.14,1004.92,877.599976,309.799988,29.799999,1008.599976,164.600006,3.5,14.72282
2018-07-01 02:45:00,821.4,766.29,31.14,46.87,6.69,84.84,1005.03,907.2999880000001,314.899994,30.0,1008.599976,172.600006,2.6,15.113529999999999
2018-07-01 03:00:00,835.08,779.64,31.12,47.19,6.96,83.92,1005.12,931.099976,331.0,29.799999,1008.599976,172.600006,2.8,14.651779999999999
2018-07-01 03:15:00,852.19,796.35,31.1,47.29,7.11,83.19,1005.2,951.5,313.200012,29.6,1008.599976,172.600006,2.4,15.62856
2018-07-01 03:30:00,861.19,805.14,31.13,47.16,7.16,82.1,1005.3,975.2999880000001,323.100006,30.0,1008.599976,155.5,2.1,15.48649
2018-07-01 03:45:00,871.07,814.78,31.17,46.87,7.18,80.78,1005.3,1021.400024,359.899994,30.0,1008.599976,138.300003,2.3,14.36762
2018-07-01 04:00:00,875.11,818.73,31.21,46.7,7.23,79.21,1005.31,835.400024,406.600006,30.200001,1008.599976,166.5,3.8,15.43321
2018-07-01 04:15:00,877.26,820.84,31.22,46.85,7.38,77.86,1005.3,856.2000119999999,407.399994,30.200001,1008.599976,186.699997,2.5,12.91133
2018-07-01 04:30:00,876.12,819.73,31.15,47.41,7.62,77.06,1005.21,674.200012,414.5,30.0,1008.599976,121.199997,2.3,7.743244
2018-07-01 04:45:00,870.52,814.27,31.02,48.16,7.86,76.82,1005.17,598.200012,452.200012,30.5,1008.2999880000001,166.5,1.8,12.64493
2018-07-01 05:00:00,864.49,808.4,30.86,48.72,8.03,75.87,1005.01,996.599976,455.0,30.5,1008.2999880000001,158.399994,3.8,7.885322
2018-07-01 05:15:00,851.98,796.19,30.74,49.12,8.18,75.05,1004.87,1047.199951,491.5,30.4,1008.2999880000001,155.5,1.5,10.7624
2018-07-01 05:30:00,841.12,785.59,30.65,49.57,8.34,74.9,1004.77,949.5,410.100006,30.5,1008.2999880000001,130.300003,1.5,15.273370000000002
2018-07-01 05:45:00,821.29,766.25,30.55,50.11,8.47,74.92,1004.61,904.7999880000001,415.100006,30.299999,1008.0,99.099998,2.2,12.698210000000001
2018-07-01 06:00:00,805.82,751.16,30.45,50.77,8.52,74.8,1004.51,900.400024,349.399994,30.799999,1007.7999880000001,186.699997,2.8,14.72282
2018-07-01 06:15:00,779.28,725.29,30.37,51.23,8.51,74.73,1004.39,329.899994,302.399994,30.200001,1007.5,166.5,2.3,8.933146
2018-07-01 06:30:00,759.41,705.93,30.28,51.73,8.47,74.69,1004.29,462.799988,331.600006,30.5,1007.5,164.600006,1.8,12.68045
2018-07-01 06:45:00,726.51,673.88,30.13,52.53,8.44,74.66,1004.16,787.299988,343.799988,30.6,1007.7999880000001,147.399994,1.0,11.881260000000001
2018-07-01 07:00:00,702.57,650.56,29.95,53.34,8.47,75.17,1004.12,767.400024,334.700012,30.4,1007.5,155.5,1.7,12.14766
2018-07-01 07:15:00,663.79,612.82,29.73,54.3,8.52,76.33,1004.09,706.900024,260.799988,30.4,1007.599976,172.600006,2.6,11.41951
2018-07-01 07:30:00,636.2,586.0,29.48,55.44,8.55,78.07,1004.1,671.200012,256.399994,29.9,1007.5,138.300003,2.2,10.63808
2018-07-01 07:45:00,592.54,543.58,29.16,56.61,8.48,79.28,1004.1,615.599976,239.600006,29.9,1007.2000119999999,138.300003,1.9,9.732333
2018-07-01 08:00:00,562.19,514.15,28.92,57.2,8.26,79.89,1004.09,569.0,221.80000299999998,29.9,1007.2000119999999,144.399994,2.5,8.595711
2018-07-01 08:15:00,514.92,468.37,28.76,57.44,7.96,80.49,1003.99,510.39999400000005,205.300003,29.6,1006.900024,155.5,4.4,7.707724000000001
2018-07-01 08:30:00,482.3,436.83,28.69,58.06,7.69,80.66,1003.91,470.799988,184.0,29.5,1006.900024,144.399994,2.6,6.801978
2018-07-01 08:45:00,431.84,388.16,28.57,59.2,7.5,80.91,1003.81,429.10000599999995,172.5,29.4,1006.900024,147.399994,1.8,5.860712
2018-07-01 09:00:00,396.53,354.25,28.43,60.62,7.4,81.33,1003.74,375.0,156.399994,28.9,1006.900024,150.399994,3.1,4.848407
2018-07-01 09:15:00,340.99,301.24,28.18,62.79,7.36,81.86,1003.66,326.899994,144.5,28.5,1007.0,133.300003,4.2,3.871622
2018-07-01 09:30:00,298.86,261.61,27.87,65.03,7.34,82.41,1003.55,276.799988,133.600006,28.0,1007.0,150.399994,1.8,3.019155
