date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2019-01-11 16:00:00,0.0,0.0,-0.07,44.66,1.5,234.97,989.14,0,0.0,-2.8,988.5,48,1.0,0.0
2019-01-11 16:15:00,0.0,0.0,-0.13,45.23,1.59,238.49,989.14,0,0.0,-2.8,988.5,138,1.0,0.0
2019-01-11 16:30:00,0.0,0.0,-0.15,45.6,1.67,246.38,989.25,0,0.0,-2.8,988.5,40,1.0,0.0
2019-01-11 16:45:00,0.0,0.0,-0.17,45.86,1.77,255.51,989.31,0,0.0,-3.9,988.5,130,1.0,0.0
2019-01-11 17:00:00,0.0,0.0,-0.21,46.08,1.88,262.02,989.08,0,0.0,-3.9,988.5,158,1.0,0.0
2019-01-11 17:15:00,0.0,0.0,-0.26,46.34,2.05,265.25,989.12,0,0.0,-3.9,988.5,102,1.0,0.0
2019-01-11 17:30:00,0.0,0.0,-0.3,46.5,2.2,269.1,989.29,0,0.0,-2.8,988.5,96,1.0,0.0
2019-01-11 17:45:00,0.0,0.0,-0.33,46.59,2.28,271.84,989.25,0,0.0,-2.8,988.5,125,1.0,0.0
2019-01-11 18:00:00,0.0,0.0,-0.32,46.5,2.28,272.1,989.42,0,0.0,-2.8,988.5,81,1.0,0.0
2019-01-11 18:15:00,0.0,0.0,-0.32,46.32,2.2,269.22,989.35,0,0.0,-2.8,988.5,116,1.0,0.0
2019-01-11 18:30:00,0.0,0.0,-0.32,46.14,2.15,263.65,989.13,0,0.0,-2.8,988.5,108,1.0,0.0
2019-01-11 18:45:00,0.0,0.0,-0.37,46.22,2.28,257.56,989.06,0,0.0,-2.8,988.5,90,2.2,0.0
2019-01-11 19:00:00,0.0,0.0,-0.46,46.48,2.53,256.87,988.99,0,0.0,-2.8,988.5,76,1.1,0.0
2019-01-11 19:15:00,0.0,0.0,-0.53,46.69,2.76,258.71,989.23,0,0.0,-2.8,988.5,139,1.4,0.0
2019-01-11 19:30:00,0.0,0.0,-0.62,46.91,2.9,263.43,989.23,0,0.0,-2.8,988.5,9,0.3,0.0
2019-01-11 19:45:00,0.0,0.0,-0.71,47.19,2.99,268.4,989.29,0,0.0,-2.8,988.5,197,0.3,0.0
