date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2018-07-22 16:00:00,0.0,0.0,25.22,87.07,2.08,251.57,974.72,0,0,24.1,974.2000119999999,87,0.7,0.0
2018-07-22 16:15:00,0.0,0.0,25.15,87.02,2.12,252.42,974.59,0,0,24.0,974.099976,264,0.4,0.0
2018-07-22 16:30:00,0.0,0.0,25.1,86.89,2.19,257.16,974.83,0,0,24.1,974.099976,67,1.1,0.0
2018-07-22 16:45:00,0.0,0.0,25.0,86.94,2.26,263.59,974.53,0,0,24.200001,974.0,11,0.8,0.0
2018-07-22 17:00:00,0.0,0.0,24.92,86.89,2.32,266.99,974.51,0,0,24.200001,973.900024,78,0.0,0.0
2018-07-22 17:15:00,0.0,0.0,24.84,86.81,2.4,269.8,974.38,0,0,24.1,973.7000119999999,81,0.0,0.0
2018-07-22 17:30:00,0.0,0.0,24.76,86.79,2.38,269.32,974.48,0,0,24.1,973.599976,73,0.0,0.0
2018-07-22 17:45:00,0.0,0.0,24.66,86.92,2.3,265.31,974.43,0,0,24.200001,973.599976,84,0.7,0.0
2018-07-22 18:00:00,0.0,0.0,24.59,86.86,2.25,260.91,974.48,0,0,24.200001,973.599976,84,1.2,0.0
2018-07-22 18:15:00,0.0,0.0,24.52,86.85,2.3,255.46,974.67,0,0,24.200001,973.5,185,0.0,0.0
2018-07-22 18:30:00,0.0,0.0,24.42,87.05,2.42,250.66,974.56,0,0,24.4,973.400024,90,0.8,0.0
2018-07-22 18:45:00,0.0,0.0,24.31,87.27,2.59,248.93,974.57,0,0,24.5,973.599976,73,0.8,0.0
2018-07-22 19:00:00,0.0,0.0,24.21,87.52,2.72,250.82,974.49,0,0,24.4,973.5,25,0.0,0.0
2018-07-22 19:15:00,0.0,0.0,24.1,87.79,2.74,252.19,974.44,0,0,24.299999,973.5,216,0.0,0.0
2018-07-22 19:30:00,0.0,0.0,24.01,87.96,2.65,251.65,974.41,0,0,24.200001,973.5,61,0.0,0.0
2018-07-22 19:45:00,0.0,0.0,23.97,87.84,2.56,251.24,974.66,0,0,24.200001,973.599976,39,0.1,0.0
2018-07-22 20:00:00,0.0,0.0,23.94,87.77,2.54,250.4,974.81,0,0,24.200001,973.5,70,1.0,0.0
2018-07-22 20:15:00,0.0,0.0,23.89,87.76,2.58,251.52,974.82,0,0,24.299999,973.400024,14,0.0,0.0
2018-07-22 20:30:00,0.0,0.0,23.82,87.91,2.63,253.15,974.72,0,0,24.200001,973.599976,2,0.2,0.0
2018-07-22 20:45:00,0.0,0.0,23.74,88.07,2.63,253.65,974.64,0,0,24.299999,973.7000119999999,28,0.3,0.0
2018-07-22 21:00:00,0.0,0.0,23.67,88.23,2.6,251.61,974.75,0,0,24.4,973.599976,56,0.5,0.0
2018-07-22 21:15:00,0.0,0.0,23.61,88.36,2.53,249.92,974.82,0,1,24.299999,973.7000119999999,59,0.4,0.0
2018-07-22 21:30:00,1.18,0.22,23.56,88.43,2.46,248.42,974.72,2,4,24.5,973.5,129,0.0,0.0
