date_time,nwp_globalirrad,nwp_directirrad,nwp_temperature,nwp_humidity,nwp_windspeed,nwp_winddirection,nwp_pressure,lmd_totalirrad,lmd_diffuseirrad,lmd_temperature,lmd_pressure,lmd_winddirection,lmd_windspeed,power
2018-08-15 16:00:00,0.0,0.0,22.78,96.85,4.28,339.41,1007.27,0,0,25.9,1006.2999880000001,353,1.1,0.0
2018-08-15 16:15:00,0.0,0.0,22.75,96.91,4.3,337.27,1007.27,0,0,25.9,1006.2000119999999,330,0.9,0.0
2018-08-15 16:30:00,0.0,0.0,22.71,96.95,4.28,334.47,1007.48,0,0,25.799999,1006.2999880000001,1,1.9,0.0
2018-08-15 16:45:00,0.0,0.0,22.64,97.12,4.28,331.52,1007.39,0,0,25.6,1006.2999880000001,309,0.4,0.0
2018-08-15 17:00:00,0.0,0.0,22.57,97.15,4.33,329.78,1007.09,0,0,25.700001,1006.2999880000001,335,1.6,0.0
2018-08-15 17:15:00,0.0,0.0,22.6,96.69,4.39,330.4,1006.87,0,0,25.700001,1006.2999880000001,343,1.1,0.0
2018-08-15 17:30:00,0.0,0.0,22.62,96.03,4.44,333.71,1006.94,0,0,25.5,1006.099976,5,1.4,0.0
2018-08-15 17:45:00,0.0,0.0,22.69,94.98,4.55,336.65,1007.04,0,0,25.5,1006.400024,342,1.5,0.0
2018-08-15 18:00:00,0.0,0.0,22.69,94.05,4.74,336.21,1006.91,0,0,25.6,1006.2000119999999,331,2.5,0.0
2018-08-15 18:15:00,0.0,0.0,22.78,92.49,5.0,335.46,1006.93,0,0,25.700001,1006.099976,359,2.8,0.0
2018-08-15 18:30:00,0.0,0.0,22.91,90.46,5.31,336.83,1006.85,0,0,25.700001,1006.0,344,1.8,0.0
2018-08-15 18:45:00,0.0,0.0,23.13,87.78,5.66,340.38,1006.97,0,0,25.4,1006.0,344,1.9,0.0
2018-08-15 19:00:00,0.0,0.0,23.39,84.78,6.01,344.65,1006.96,0,0,25.4,1005.900024,336,1.0,0.0
2018-08-15 19:15:00,0.0,0.0,23.6,81.98,6.32,348.1,1006.89,0,0,25.5,1005.900024,6,0.7,0.0
2018-08-15 19:30:00,0.0,0.0,23.75,79.86,6.57,352.68,1006.9,0,0,25.6,1005.900024,343,1.7,0.0
2018-08-15 19:45:00,0.0,0.0,23.84,78.42,6.75,357.85,1007.03,0,0,25.9,1005.900024,352,3.0,0.0
2018-08-15 20:00:00,0.0,0.0,23.91,77.36,6.83,1.98,1007.13,0,0,26.200001,1005.7999880000001,23,0.9,0.0
2018-08-15 20:15:00,0.0,0.0,23.94,76.4,6.89,4.39,1006.95,0,0,26.0,1005.7999880000001,40,2.7,0.0
2018-08-15 20:30:00,0.0,0.0,24.0,75.31,7.07,6.76,1006.93,0,0,26.1,1005.900024,19,3.1,0.0
2018-08-15 20:45:00,0.0,0.0,24.09,74.09,7.34,8.22,1006.97,0,0,26.0,1005.900024,20,2.2,0.0
2018-08-15 21:00:00,0.0,0.0,24.17,72.82,7.59,10.48,1007.04,0,0,26.0,1006.0,19,2.0,0.0
2018-08-15 21:15:00,0.0,0.0,24.21,71.67,7.78,12.26,1006.99,0,0,25.9,1006.0,353,1.4,0.0
2018-08-15 21:30:00,0.0,0.0,24.24,70.67,7.97,13.03,1006.83,0,0,25.9,1006.2000119999999,340,1.4,0.0
2018-08-15 21:45:00,0.09,0.0,24.28,69.79,8.14,13.23,1006.67,0,0,25.6,1006.2000119999999,354,0.8,0.0
2018-08-15 22:00:00,0.91,0.0,24.31,69.09,8.18,14.19,1006.6,2,2,25.6,1006.400024,351,1.5,0.0
2018-08-15 22:15:00,2.43,0.0,24.3,68.69,8.01,17.74,1006.71,6,5,25.700001,1006.599976,15,1.7,0.0
2018-08-15 22:30:00,3.2,0.0,24.27,68.53,7.76,22.42,1006.97,7,6,25.700001,1006.7999880000001,343,1.5,0.0
2018-08-15 22:45:00,5.19,0.0,24.21,68.58,7.65,24.03,1007.27,7,4,25.0,1007.0,1,1.9,0.0
2018-08-15 23:00:00,4.66,0.0,24.18,68.36,7.75,22.35,1007.54,15,11,24.799999,1007.099976,18,0.6,0.06328099999999999
2018-08-15 23:15:00,4.97,0.0,24.16,68.0,7.98,19.87,1007.63,35,29,25.1,1007.099976,5,2.0,0.182812
2018-08-15 23:30:00,5.0,0.0,24.11,67.94,8.19,18.96,1007.83,24,20,25.1,1007.2999880000001,63,2.2,0.130078
2018-08-15 23:45:00,4.12,0.0,24.0,68.37,8.26,19.6,1008.01,39,32,24.6,1007.400024,1,1.3,0.22148400000000001
2018-08-16 00:00:00,3.89,0.0,23.92,68.33,8.17,21.29,1008.15,85,71,24.700001,1007.5,359,1.4,0.48515600000000003
2018-08-16 00:15:00,4.03,0.0,23.83,68.9,7.99,22.37,1008.36,66,53,25.1,1007.400024,5,1.6,0.400781
2018-08-16 00:30:00,4.5,0.0,23.65,70.41,7.83,22.62,1008.48,63,48,25.1,1007.400024,47,2.9,0.379687
2018-08-16 00:45:00,7.15,0.0,23.35,72.71,7.72,23.06,1008.53,67,48,24.799999,1007.7000119999999,16,2.5,0.43593699999999996
2018-08-16 01:00:00,8.42,0.0,23.01,75.44,7.68,23.62,1008.64,65,49,24.799999,1007.900024,38,3.3,0.379687
2018-08-16 01:15:00,6.27,0.0,22.74,76.99,7.75,24.5,1008.65,123,89,24.799999,1007.7999880000001,359,3.0,0.73125
2018-08-16 01:30:00,6.95,0.0,22.52,78.26,7.85,25.82,1008.63,161,121,25.0,1007.900024,15,2.0,1.001953
2018-08-16 01:45:00,7.79,0.0,22.31,79.8,7.85,27.67,1008.59,346,230,25.5,1008.0,11,2.4,2.3695310000000003
2018-08-16 02:00:00,8.38,0.0,22.17,80.99,7.73,28.57,1008.59,357,289,26.1,1008.0,35,4.2,2.08125
2018-08-16 02:15:00,8.78,0.0,22.05,82.25,7.51,28.68,1008.64,300,216,26.4,1008.099976,3,2.8,1.719141
2018-08-16 02:30:00,11.7,0.0,22.05,82.41,7.23,29.51,1008.73,281,212,26.4,1008.2000119999999,50,2.1,1.6804689999999998
2018-08-16 02:45:00,10.57,0.0,22.08,82.28,7.03,33.55,1008.92,335,256,26.700001,1008.2999880000001,3,3.8,1.916016
2018-08-16 03:00:00,9.73,0.0,21.92,83.72,6.92,36.6,1009.04,305,229,26.6,1008.2000119999999,4,1.7,1.747266
2018-08-16 03:15:00,10.99,0.0,21.67,85.93,6.79,36.07,1009.17,209,156,26.700001,1008.2999880000001,9,2.1,1.297266
2018-08-16 03:30:00,20.92,0.0,21.7,86.84,6.51,33.49,1009.22,166,121,26.6,1008.2000119999999,1,2.2,0.928125
2018-08-16 03:45:00,38.39,0.0,22.13,85.74,6.19,31.06,1009.23,138,105,26.0,1008.2000119999999,31,2.5,0.84375
2018-08-16 04:00:00,105.99,17.96,23.03,83.57,6.18,31.34,1009.25,236,183,25.799999,1008.099976,21,3.6,1.413281
2018-08-16 04:15:00,88.35,51.45,23.75,80.77,6.58,32.66,1009.35,138,113,26.0,1008.099976,46,2.4,0.776953
2018-08-16 04:30:00,178.92,1.87,24.78,76.86,7.11,34.94,1009.34,94,68,25.799999,1008.099976,17,1.2,0.629297
2018-08-16 04:45:00,116.95,0.0,24.83,74.39,7.36,37.39,1009.22,194,138,25.799999,1008.0,12,3.0,1.184766
2018-08-16 05:00:00,114.57,0.0,25.03,72.94,7.34,39.19,1008.99,316,248,26.0,1007.7999880000001,50,2.4,1.9335939999999998
2018-08-16 05:15:00,148.27,0.0,25.54,70.85,7.43,42.37,1008.76,238,198,26.5,1007.7999880000001,67,2.5,1.3957030000000001
2018-08-16 05:30:00,199.16,4.86,26.1,68.07,7.64,45.27,1008.57,159,123,26.200001,1008.0,21,2.8,0.959766
2018-08-16 05:45:00,226.4,94.43,26.46,66.2,7.57,45.98,1008.4,318,242,26.5,1007.7999880000001,29,1.4,1.8738279999999998
2018-08-16 06:00:00,208.03,13.78,26.59,65.77,7.16,45.38,1008.26,269,210,26.9,1007.7000119999999,351,2.5,1.567969
2018-08-16 06:15:00,188.2,2.92,26.72,66.15,6.65,41.84,1008.14,287,223,27.0,1007.599976,8,2.6,1.7226560000000002
2018-08-16 06:30:00,163.18,0.04,26.8,67.2,6.18,37.48,1008.05,356,273,27.700001,1007.7000119999999,29,3.3,2.0496090000000002
2018-08-16 06:45:00,172.71,0.54,27.1,67.69,5.88,35.88,1007.95,295,215,27.700001,1007.599976,35,2.7,1.613672
2018-08-16 07:00:00,183.22,8.71,27.49,67.42,5.8,37.76,1007.87,383,253,27.700001,1007.400024,40,3.4,2.074219
2018-08-16 07:15:00,187.42,44.64,27.81,66.61,5.91,41.78,1007.8,414,262,27.799999,1007.2999880000001,327,1.7,2.555859
2018-08-16 07:30:00,173.96,128.09,27.97,65.28,6.17,47.33,1007.75,566,170,28.1,1007.2999880000001,357,2.3,3.375
2018-08-16 07:45:00,186.38,164.8,28.19,63.69,6.49,51.22,1007.8,344,180,28.1,1007.099976,354,4.3,1.8457029999999999
2018-08-16 08:00:00,202.43,183.9,28.32,63.02,6.62,51.12,1007.87,648,213,28.299999,1007.2000119999999,356,2.2,3.308203
2018-08-16 08:15:00,183.29,165.39,28.29,63.08,6.49,50.27,1007.83,212,127,27.9,1007.099976,356,2.6,0.9070309999999999
2018-08-16 08:30:00,170.07,152.63,28.27,63.35,6.21,50.39,1007.73,146,100,27.1,1007.0,358,1.8,0.720703
2018-08-16 08:45:00,149.64,132.98,28.24,63.94,5.83,50.29,1007.66,220,154,27.299999,1007.0,6,3.4,1.110937
2018-08-16 09:00:00,135.72,119.63,28.24,64.75,5.41,48.73,1007.55,143,115,27.5,1007.0,17,1.9,0.762891
2018-08-16 09:15:00,114.61,99.49,28.21,65.73,5.02,47.32,1007.46,88,63,27.4,1007.0,1,3.2,0.43242200000000003
2018-08-16 09:30:00,100.62,86.21,28.17,66.75,4.7,46.39,1007.33,91,58,27.200001,1007.0,341,2.4,0.41132799999999997
2018-08-16 09:45:00,79.7,66.52,28.02,67.98,4.39,46.43,1007.22,71,50,27.1,1007.0,16,1.1,0.319922
2018-08-16 10:00:00,65.92,53.7,27.78,69.38,4.06,47.17,1007.11,73,55,27.0,1007.2000119999999,352,1.6,0.344531
2018-08-16 10:15:00,45.43,35.04,27.36,71.47,3.66,47.29,1007.02,54,38,27.1,1007.099976,24,1.2,0.228516
2018-08-16 10:30:00,32.3,23.47,26.88,73.83,3.23,43.81,1006.99,30,25,27.0,1007.099976,1,1.4,0.10546900000000001
2018-08-16 10:45:00,14.56,8.8,26.18,76.56,2.91,36.73,1007.03,21,14,26.799999,1007.2000119999999,318,1.0,0.024609
2018-08-16 11:00:00,5.0,2.1,25.66,78.05,2.82,27.67,1007.13,3,3,26.799999,1007.2999880000001,332,0.5,0.0
2018-08-16 11:15:00,0.0,0.0,25.13,80.01,2.84,20.44,1007.2,0,0,26.5,1007.5,341,1.0,0.0
2018-08-16 11:30:00,0.0,0.0,24.69,81.98,2.83,16.08,1007.35,0,0,26.4,1007.5,334,0.8,0.0
2018-08-16 11:45:00,0.0,0.0,24.3,83.83,2.79,13.07,1007.5,0,0,26.200001,1007.599976,355,0.7,0.0
2018-08-16 12:00:00,0.0,0.0,23.95,85.5,2.74,11.25,1007.64,0,0,26.0,1007.7999880000001,20,0.7,0.0
2018-08-16 12:15:00,0.0,0.0,23.65,86.79,2.66,10.4,1007.8,0,0,26.0,1007.900024,339,0.8,0.0
2018-08-16 12:30:00,0.0,0.0,23.4,87.83,2.58,9.75,1007.95,0,0,25.799999,1008.0,339,0.8,0.0
2018-08-16 12:45:00,0.0,0.0,23.18,88.59,2.5,10.76,1008.07,0,0,25.200001,1008.2999880000001,305,0.0,0.0
2018-08-16 13:00:00,0.0,0.0,23.02,89.01,2.43,11.29,1008.22,0,0,24.1,1008.400024,247,0.6,0.0
2018-08-16 13:15:00,0.0,0.0,22.87,89.25,2.39,9.37,1008.27,0,0,23.5,1008.400024,243,0.8,0.0
2018-08-16 13:30:00,0.0,0.0,22.71,89.56,2.41,5.64,1008.29,0,0,23.299999,1008.400024,286,0.3,0.0
2018-08-16 13:45:00,0.0,0.0,22.54,90.01,2.46,2.46,1008.26,0,0,22.9,1008.5,205,0.4,0.0
2018-08-16 14:00:00,0.0,0.0,22.36,90.62,2.53,359.67,1008.25,0,0,22.700001,1008.5,188,0.4,0.0
2018-08-16 14:15:00,0.0,0.0,22.18,91.29,2.59,356.68,1008.3,0,0,22.6,1008.5,255,0.3,0.0
2018-08-16 14:30:00,0.0,0.0,22.01,91.95,2.65,353.51,1008.41,0,0,22.6,1008.400024,340,0.0,0.0
2018-08-16 14:45:00,0.0,0.0,21.86,92.52,2.69,350.78,1008.47,0,0,22.5,1008.400024,243,0.1,0.0
2018-08-16 15:00:00,0.0,0.0,21.75,92.94,2.72,348.97,1008.53,0,0,22.200001,1008.400024,205,0.3,0.0
2018-08-16 15:15:00,0.0,0.0,21.64,93.26,2.73,348.29,1008.59,0,0,22.299999,1008.5,256,0.0,0.0
2018-08-16 15:30:00,0.0,0.0,21.54,93.54,2.74,347.93,1008.67,0,0,22.0,1008.400024,194,0.0,0.0
2018-08-16 15:45:00,0.0,0.0,21.42,93.87,2.73,348.02,1008.74,0,0,22.0,1008.400024,194,0.0,0.0
2018-08-16 16:00:00,0.0,0.0,20.94,90.86,1.84,348.7,1008.58,0,0,22.200001,1008.2999880000001,155,0.0,0.0
2018-08-16 16:15:00,0.0,0.0,20.91,90.73,1.79,350.8,1008.54,0,0,22.4,1008.2000119999999,146,0.3,0.0
2018-08-16 16:30:00,0.0,0.0,20.91,90.52,1.75,344.97,1008.8,0,0,22.4,1008.099976,96,0.0,0.0
2018-08-16 16:45:00,0.0,0.0,20.85,90.57,1.78,340.97,1008.6,0,0,22.4,1008.0,357,0.0,0.0
2018-08-16 17:00:00,0.0,0.0,20.76,90.77,1.89,339.42,1008.26,0,0,22.299999,1007.900024,214,0.0,0.0
2018-08-16 17:15:00,0.0,0.0,20.64,91.13,2.02,335.32,1007.74,0,0,22.4,1007.900024,141,0.0,0.0
2018-08-16 17:30:00,0.0,0.0,20.58,91.22,2.1,333.43,1007.93,0,0,22.1,1007.7000119999999,141,0.0,0.0
2018-08-16 17:45:00,0.0,0.0,20.5,91.35,2.12,331.96,1007.82,0,0,22.1,1007.5,146,0.0,0.0
2018-08-16 18:00:00,0.0,0.0,20.44,91.38,2.1,331.02,1007.76,0,0,22.1,1007.400024,309,0.0,0.0
2018-08-16 18:15:00,0.0,0.0,20.37,91.4,2.06,330.88,1007.52,0,0,22.0,1007.400024,276,0.0,0.0
2018-08-16 18:30:00,0.0,0.0,20.3,91.44,2.04,329.47,1007.36,0,0,21.799999,1007.400024,172,0.0,0.0
2018-08-16 18:45:00,0.0,0.0,20.22,91.58,2.07,329.62,1007.25,0,0,22.0,1007.2999880000001,179,0.0,0.0
2018-08-16 19:00:00,0.0,0.0,20.1,91.86,2.13,328.2,1007.14,0,0,21.9,1007.2000119999999,132,0.0,0.0
2018-08-16 19:15:00,0.0,0.0,19.95,92.26,2.21,326.11,1006.89,0,0,22.200001,1007.099976,143,0.0,0.0
2018-08-16 19:30:00,0.0,0.0,19.83,92.48,2.27,322.97,1006.83,0,0,22.299999,1007.0,104,0.6,0.0
2018-08-16 19:45:00,0.0,0.0,19.75,92.46,2.29,319.16,1007.15,0,0,22.200001,1006.900024,37,0.0,0.0
2018-08-16 20:00:00,0.0,0.0,19.71,92.2,2.27,316.99,1007.58,0,0,21.799999,1006.900024,127,0.0,0.0
2018-08-16 20:15:00,0.0,0.0,19.63,92.13,2.2,319.05,1007.41,0,0,21.799999,1006.900024,30,0.0,0.0
2018-08-16 20:30:00,0.0,0.0,19.62,91.72,2.07,325.66,1007.36,0,0,21.799999,1007.0,332,0.0,0.0
2018-08-16 20:45:00,0.0,0.0,19.61,91.42,1.9,331.27,1007.43,0,0,21.9,1007.0,352,0.0,0.0
2018-08-16 21:00:00,0.0,0.0,19.59,91.31,1.77,338.04,1007.59,0,0,21.6,1006.900024,163,0.0,0.0
2018-08-16 21:15:00,0.0,0.0,19.55,91.43,1.67,344.62,1007.68,0,0,22.200001,1006.900024,132,0.5,0.0
2018-08-16 21:30:00,0.0,0.0,19.5,91.65,1.61,352.12,1007.79,0,0,22.299999,1007.0,107,0.6,0.0
